Start of song
Instrument: harpsichord
Start of notes
Note: beat=0, position=9, pitch=F4, duration=12, instrument=recorder
Note: beat=68, position=9, pitch=E5, duration=3, instrument=recorder
Note: beat=89, position=6, pitch=A4, duration=3, instrument=recorder
Note: beat=68, position=6, pitch=G3, duration=2, instrument=recorder
Note: beat=77, position=3, pitch=G5, duration=1, instrument=recorder
Note: beat=69, position=3, pitch=B4, duration=3, instrument=recorder
Note: beat=72, position=3, pitch=D4, duration=3, instrument=recorder
Note: beat=80, position=9, pitch=A4, duration=6, instrument=recorder
Note: beat=80, position=9, pitch=B4, duration=3, instrument=recorder
Note: beat=65, position=3, pitch=B4, duration=3, instrument=recorder
Note: beat=89, position=3, pitch=E5, duration=3, instrument=recorder
Note: beat=69, position=0, pitch=D4, duration=3, instrument=recorder
Note: beat=81, position=9, pitch=G3, duration=6, instrument=recorder
Note: beat=72, position=3, pitch=G5, duration=1, instrument=recorder
Note: beat=75, position=3, pitch=C5, duration=2, instrument=recorder
Note: beat=80, position=9, pitch=G5, duration=6, instrument=recorder
Note: beat=73, position=9, pitch=D4, duration=3, instrument=recorder
Note: beat=83, position=0, pitch=G4, duration=6, instrument=recorder
Note: beat=87, position=9, pitch=C4, duration=3, instrument=recorder
Note: beat=72, position=9, pitch=G4, duration=2, instrument=recorder
Note: beat=89, position=9, pitch=C5, duration=6, instrument=recorder
Note: beat=82, position=3, pitch=B4, duration=3, instrument=recorder
Note: beat=85, position=9, pitch=G3, duration=3, instrument=recorder
Note: beat=76, position=3, pitch=E5, duration=2, instrument=recorder
Note: beat=77, position=3, pitch=C5, duration=2, instrument=recorder
Note: beat=74, position=3, pitch=C5, duration=6, instrument=recorder
Note: beat=78, position=3, pitch=B4, duration=3, instrument=recorder
Note: beat=81, position=0, pitch=C5, duration=3, instrument=recorder
Note: beat=82, position=3, pitch=D3, duration=3, instrument=recorder
Note: beat=75, position=3, pitch=D5, duration=1, instrument=recorder
Note: beat=92, position=3, pitch=E5, duration=1, instrument=recorder
Note: beat=71, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=98, position=9, pitch=A4, duration=2, instrument=recorder
Note: beat=76, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=96, position=9, pitch=G4, duration=3, instrument=recorder
Note: beat=89, position=3, pitch=F4, duration=1, instrument=recorder
Note: beat=71, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=81, position=6, pitch=G4, duration=3, instrument=recorder
Note: beat=82, position=3, pitch=D5, duration=6, instrument=recorder
Note: beat=83, position=3, pitch=D3, duration=3, instrument=recorder
Note: beat=82, position=9, pitch=C5, duration=3, instrument=recorder
Note: beat=83, position=9, pitch=B4, duration=2, instrument=recorder
Note: beat=79, position=0, pitch=A5, duration=3, instrument=recorder
Note: beat=98, position=3, pitch=E5, duration=3, instrument=recorder
Note: beat=72, position=3, pitch=F4, duration=6, instrument=recorder
Note: beat=103, position=9, pitch=G4, duration=3, instrument=recorder
Note: beat=105, position=3, pitch=A3, duration=3, instrument=recorder
Note: beat=90, position=9, pitch=G4, duration=3, instrument=recorder
Note: beat=87, position=6, pitch=G4, duration=3, instrument=recorder
Note: beat=91, position=3, pitch=B4, duration=2, instrument=recorder
Note: beat=92, position=0, pitch=G4, duration=1, instrument=recorder
Note: beat=101, position=3, pitch=C5, duration=1, instrument=recorder
Note: beat=84, position=6, pitch=G3, duration=2, instrument=recorder
Note: beat=81, position=3, pitch=B4, duration=1, instrument=recorder
Note: beat=98, position=0, pitch=C4, duration=2, instrument=recorder
Note: beat=96, position=3, pitch=F4, duration=3, instrument=recorder
Note: beat=82, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=86, position=0, pitch=B4, duration=2, instrument=recorder
Note: beat=110, position=0, pitch=E4, duration=3, instrument=recorder
Note: beat=104, position=6, pitch=G3, duration=3, instrument=recorder
Note: beat=90, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=93, position=0, pitch=G4, duration=6, instrument=recorder
Note: beat=80, position=3, pitch=F5, duration=2, instrument=recorder
Note: beat=99, position=3, pitch=E5, duration=2, instrument=recorder
Note: beat=89, position=3, pitch=C5, duration=2, instrument=recorder
Note: beat=95, position=3, pitch=E4, duration=3, instrument=recorder
Note: beat=106, position=0, pitch=C5, duration=3, instrument=recorder
Note: beat=103, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=83, position=0, pitch=G4, duration=1, instrument=recorder
Note: beat=98, position=3, pitch=G4, duration=1, instrument=recorder
Note: beat=99, position=3, pitch=G4, duration=2, instrument=recorder
Note: beat=95, position=0, pitch=D5, duration=1, instrument=recorder
Note: beat=104, position=3, pitch=A4, duration=2, instrument=recorder
Note: beat=85, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=76, position=6, pitch=B4, duration=3, instrument=recorder
Note: beat=84, position=3, pitch=D3, duration=3, instrument=recorder
Note: beat=88, position=9, pitch=G5, duration=2, instrument=recorder
Note: beat=104, position=0, pitch=A4, duration=6, instrument=recorder
Note: beat=97, position=9, pitch=E5, duration=3, instrument=recorder
Note: beat=85, position=3, pitch=D5, duration=2, instrument=recorder
Note: beat=110, position=3, pitch=C5, duration=2, instrument=recorder
Note: beat=108, position=9, pitch=E5, duration=3, instrument=recorder
Note: beat=85, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=89, position=3, pitch=D5, duration=6, instrument=recorder
Note: beat=89, position=3, pitch=F4, duration=6, instrument=recorder
Note: beat=90, position=9, pitch=C5, duration=6, instrument=recorder
Note: beat=112, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=114, position=3, pitch=C5, duration=1, instrument=recorder
Note: beat=86, position=3, pitch=B4, duration=6, instrument=recorder
Note: beat=99, position=0, pitch=A5, duration=3, instrument=recorder
Note: beat=106, position=3, pitch=C5, duration=1, instrument=recorder
Note: beat=96, position=0, pitch=G5, duration=3, instrument=recorder
Note: beat=86, position=9, pitch=G5, duration=3, instrument=recorder
Note: beat=104, position=9, pitch=A5, duration=3, instrument=recorder
Note: beat=105, position=9, pitch=E5, duration=2, instrument=recorder
Note: beat=101, position=3, pitch=A4, duration=1, instrument=recorder
Note: beat=101, position=0, pitch=B4, duration=1, instrument=recorder
Note: beat=110, position=3, pitch=G5, duration=1, instrument=recorder
Note: beat=106, position=9, pitch=C5, duration=3, instrument=recorder
Note: beat=98, position=9, pitch=G3, duration=3, instrument=recorder
Note: beat=111, position=3, pitch=E5, duration=3, instrument=recorder
Note: beat=114, position=3, pitch=E4, duration=1, instrument=recorder
Note: beat=114, position=3, pitch=E4, duration=3, instrument=recorder
Note: beat=106, position=0, pitch=G5, duration=3, instrument=recorder
Note: beat=130, position=9, pitch=F4, duration=3, instrument=recorder
Note: beat=105, position=9, pitch=B4, duration=2, instrument=recorder
Note: beat=104, position=9, pitch=C4, duration=3, instrument=recorder
Note: beat=100, position=9, pitch=G4, duration=6, instrument=recorder
Note: beat=100, position=3, pitch=E5, duration=6, instrument=recorder
Note: beat=106, position=6, pitch=A5, duration=6, instrument=recorder
Note: beat=104, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=96, position=9, pitch=C5, duration=2, instrument=recorder
Note: beat=102, position=3, pitch=B4, duration=2, instrument=recorder
Note: beat=111, position=0, pitch=D5, duration=2, instrument=recorder
Note: beat=124, position=9, pitch=G4, duration=2, instrument=recorder
Note: beat=127, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=108, position=3, pitch=B4, duration=1, instrument=recorder
Note: beat=105, position=9, pitch=C5, duration=2, instrument=recorder
Note: beat=111, position=9, pitch=B4, duration=3, instrument=recorder
Note: beat=113, position=0, pitch=D5, duration=2, instrument=recorder
Note: beat=132, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=111, position=9, pitch=G4, duration=1, instrument=recorder
Note: beat=112, position=3, pitch=E5, duration=1, instrument=recorder
Note: beat=111, position=9, pitch=D4, duration=3, instrument=recorder
Note: beat=136, position=3, pitch=F4, duration=1, instrument=recorder
Note: beat=122, position=3, pitch=B4, duration=2, instrument=recorder
Note: beat=108, position=3, pitch=G5, duration=1, instrument=recorder
Note: beat=114, position=3, pitch=G4, duration=6, instrument=recorder
Note: beat=114, position=9, pitch=E4, duration=3, instrument=recorder
Note: beat=108, position=0, pitch=A4, duration=2, instrument=recorder
Note: beat=109, position=9, pitch=A4, duration=2, instrument=recorder
Note: beat=105, position=0, pitch=G4, duration=3, instrument=recorder
Note: beat=127, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=102, position=6, pitch=G5, duration=2, instrument=recorder
Note: beat=117, position=3, pitch=A5, duration=3, instrument=recorder
Note: beat=122, position=3, pitch=D4, duration=2, instrument=recorder
Note: beat=103, position=6, pitch=G4, duration=6, instrument=recorder
Note: beat=121, position=3, pitch=D5, duration=6, instrument=recorder
Note: beat=134, position=9, pitch=C4, duration=3, instrument=recorder
Note: beat=128, position=6, pitch=E4, duration=1, instrument=recorder
Note: beat=122, position=3, pitch=G4, duration=1, instrument=recorder
Note: beat=108, position=9, pitch=F4, duration=3, instrument=recorder
Note: beat=132, position=6, pitch=E5, duration=2, instrument=recorder
Note: beat=138, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=117, position=3, pitch=D5, duration=1, instrument=recorder
Note: beat=141, position=3, pitch=E5, duration=1, instrument=recorder
Note: beat=138, position=9, pitch=C5, duration=1, instrument=recorder
Note: beat=130, position=3, pitch=D4, duration=2, instrument=recorder
Note: beat=104, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=135, position=9, pitch=B4, duration=3, instrument=recorder
Note: beat=132, position=3, pitch=E5, duration=3, instrument=recorder
Note: beat=124, position=9, pitch=E5, duration=3, instrument=recorder
Note: beat=116, position=3, pitch=G4, duration=3, instrument=recorder
Note: beat=133, position=6, pitch=E4, duration=2, instrument=recorder
Note: beat=128, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=121, position=6, pitch=G4, duration=3, instrument=recorder
Note: beat=114, position=3, pitch=C4, duration=1, instrument=recorder
Note: beat=133, position=3, pitch=E5, duration=3, instrument=recorder
Note: beat=133, position=6, pitch=G4, duration=1, instrument=recorder
Note: beat=117, position=9, pitch=G5, duration=1, instrument=recorder
Note: beat=130, position=9, pitch=E4, duration=3, instrument=recorder
Note: beat=120, position=6, pitch=A5, duration=3, instrument=recorder
Note: beat=127, position=6, pitch=C5, duration=6, instrument=recorder
Note: beat=133, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=111, position=9, pitch=E5, duration=1, instrument=recorder
Note: beat=113, position=6, pitch=D4, duration=6, instrument=recorder
Note: beat=108, position=0, pitch=B4, duration=2, instrument=recorder
Note: beat=120, position=3, pitch=F4, duration=3, instrument=recorder
Note: beat=135, position=3, pitch=D4, duration=3, instrument=recorder
Note: beat=137, position=3, pitch=G4, duration=1, instrument=recorder
Note: beat=137, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=110, position=3, pitch=D5, duration=1, instrument=recorder
Note: beat=136, position=6, pitch=D4, duration=3, instrument=recorder
Note: beat=141, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=109, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=124, position=3, pitch=E5, duration=1, instrument=recorder
Note: beat=134, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=131, position=6, pitch=E5, duration=2, instrument=recorder
Note: beat=133, position=3, pitch=F4, duration=3, instrument=recorder
Note: beat=143, position=9, pitch=G3, duration=3, instrument=recorder
Note: beat=120, position=9, pitch=B4, duration=2, instrument=recorder
Note: beat=141, position=6, pitch=D5, duration=1, instrument=recorder
Note: beat=127, position=3, pitch=B4, duration=3, instrument=recorder
Note: beat=126, position=9, pitch=A4, duration=3, instrument=recorder
Note: beat=124, position=3, pitch=C4, duration=2, instrument=recorder
Note: beat=129, position=9, pitch=C5, duration=3, instrument=recorder
Note: beat=129, position=3, pitch=E4, duration=6, instrument=recorder
Note: beat=134, position=6, pitch=D4, duration=2, instrument=recorder
Note: beat=129, position=9, pitch=C4, duration=3, instrument=recorder
Note: beat=122, position=6, pitch=A4, duration=1, instrument=recorder
Note: beat=127, position=6, pitch=A4, duration=1, instrument=recorder
Note: beat=120, position=6, pitch=D4, duration=3, instrument=recorder
Note: beat=142, position=9, pitch=B4, duration=2, instrument=recorder
Note: beat=139, position=3, pitch=A5, duration=3, instrument=recorder
Note: beat=135, position=3, pitch=D4, duration=3, instrument=recorder
Note: beat=132, position=3, pitch=C4, duration=2, instrument=recorder
Note: beat=136, position=6, pitch=F4, duration=3, instrument=recorder
Note: beat=141, position=6, pitch=E5, duration=6, instrument=recorder
Note: beat=129, position=3, pitch=C5, duration=3, instrument=recorder
Note: beat=141, position=3, pitch=C4, duration=3, instrument=recorder
Note: beat=123, position=6, pitch=D5, duration=1, instrument=recorder
Note: beat=135, position=3, pitch=D5, duration=3, instrument=recorder
Note: beat=131, position=3, pitch=A4, duration=1, instrument=recorder
Note: beat=135, position=6, pitch=B4, duration=1, instrument=recorder
Note: beat=141, position=9, pitch=A4, duration=2, instrument=recorder
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
