Start of song
Instrument: recorder
Start of notes
Note: beat=0, position=0, pitch=D4, duration=12, instrument=recorder
Note: beat=40, position=0, pitch=A4, duration=3, instrument=recorder
Note: beat=34, position=3, pitch=D4, duration=6, instrument=recorder
Note: beat=31, position=0, pitch=G5, duration=3, instrument=recorder
Note: beat=46, position=3, pitch=C4, duration=3, instrument=recorder
Note: beat=38, position=0, pitch=E5, duration=3, instrument=recorder
Note: beat=31, position=0, pitch=E4, duration=1, instrument=recorder
Note: beat=44, position=3, pitch=A4, duration=2, instrument=recorder
Note: beat=31, position=0, pitch=G4, duration=2, instrument=recorder
Note: beat=51, position=3, pitch=D5, duration=3, instrument=recorder
Note: beat=47, position=3, pitch=A4, duration=6, instrument=recorder
Note: beat=41, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=31, position=0, pitch=F5, duration=2, instrument=recorder
Note: beat=39, position=6, pitch=A4, duration=3, instrument=recorder
Note: beat=41, position=3, pitch=G4, duration=3, instrument=recorder
Note: beat=51, position=3, pitch=D4, duration=3, instrument=recorder
Note: beat=40, position=0, pitch=E4, duration=3, instrument=recorder
Note: beat=49, position=3, pitch=F3, duration=1, instrument=recorder
Note: beat=52, position=3, pitch=F4, duration=3, instrument=recorder
Note: beat=37, position=6, pitch=E5, duration=3, instrument=recorder
Note: beat=54, position=0, pitch=A#4, duration=3, instrument=recorder
Note: beat=31, position=0, pitch=A4, duration=2, instrument=recorder
Note: beat=51, position=0, pitch=F3, duration=3, instrument=recorder
Note: beat=46, position=3, pitch=D4, duration=6, instrument=recorder
Note: beat=49, position=0, pitch=F4, duration=1, instrument=recorder
Note: beat=48, position=0, pitch=C4, duration=3, instrument=recorder
Note: beat=43, position=3, pitch=F4, duration=3, instrument=recorder
Note: beat=40, position=3, pitch=A#4, duration=3, instrument=recorder
Note: beat=43, position=6, pitch=A4, duration=6, instrument=recorder
Note: beat=42, position=3, pitch=A4, duration=3, instrument=recorder
Note: beat=55, position=0, pitch=F5, duration=6, instrument=recorder
Note: beat=40, position=3, pitch=G5, duration=1, instrument=recorder
Note: beat=44, position=0, pitch=D4, duration=2, instrument=recorder
Start of song
Start of song
